season,week,celebrity_name,judge_rank,audience_share_rank,final_rank,pred_eliminated,survival_prob
21,9,Tamar Braxton,6.0,5.0,6.0,1,0.7332630251128849
21,10,Carlos PenaVega,1.0,1.0,1.0,0,0.8799285899981093
21,10,Bindi Irwin,1.0,2.0,2.0,0,0.8763160381534919
21,10,Nick Carter,4.0,3.0,3.0,0,0.7494078454116102
21,10,Alek Skarlatos,3.0,4.0,4.0,0,0.6051431486488563
21,11,Bindi Irwin,1.0,1.0,1.0,0,0.3865866883215352
21,11,Carlos PenaVega,1.0,2.0,4.0,1,0.35875299519265336
21,11,Nick Carter,1.0,3.0,4.0,1,0.316385410480748
21,11,Alek Skarlatos,4.0,4.0,4.0,1,0.0852641792293134
22,1,Ginger Zee,1.0,7.0,1.0,0,1.0
22,1,Nyle DiMarco,1.0,7.0,1.0,0,1.0
22,1,Wanya Morris,1.0,7.0,1.0,0,1.0
22,1,Antonio Brown,4.0,1.0,1.0,0,1.0
22,1,Von Miller,4.0,1.0,1.0,0,1.0
22,1,Marla Maples,4.0,3.0,6.0,0,0.9824484932664794
22,1,Paige VanZant,4.0,3.0,6.0,0,0.9824484932664794
22,1,Jodie Sweetin,8.0,5.0,8.0,0,0.9387029416903875
22,1,Kim Fields,8.0,5.0,8.0,0,0.9387029416903875
22,1,Mischa Barton,10.0,11.0,10.0,0,0.8206786206329051
22,1,Doug Flutie,11.0,12.0,11.0,0,0.7731924179885661
22,1,Geraldo Rivera,12.0,10.0,12.0,0,0.7543667628922217
22,2,Paige VanZant,1.0,9.0,1.0,0,1.0
22,2,Wanya Morris,1.0,9.0,1.0,0,1.0
22,2,Jodie Sweetin,3.0,3.0,1.0,0,1.0
22,2,Nyle DiMarco,5.0,1.0,1.0,0,1.0
22,2,Ginger Zee,3.0,4.0,5.0,0,0.9950529779843467
22,2,Von Miller,5.0,5.0,6.0,0,0.9694885810942
22,2,Marla Maples,5.0,6.0,7.0,0,0.9650128759430259
22,2,Antonio Brown,9.0,2.0,8.0,0,0.9599557708753874
22,2,Doug Flutie,5.0,7.0,9.0,0,0.9531227161054744
22,2,Kim Fields,9.0,8.0,10.0,0,0.9168635286957909
22,2,Mischa Barton,11.0,12.0,11.0,0,0.722869992444658
22,2,Geraldo Rivera,12.0,11.0,12.0,1,0.7088039736924323
22,3,Nyle DiMarco,1.0,7.0,1.0,0,1.0
22,3,Jodie Sweetin,3.0,1.0,1.0,0,1.0
22,3,Paige VanZant,3.0,2.0,3.0,0,0.9895352924628438
22,3,Wanya Morris,2.0,8.0,4.0,0,0.9778660768887504
22,3,Kim Fields,5.0,5.0,5.0,0,0.947550700896465
22,3,Ginger Zee,6.0,4.0,6.0,0,0.9263851862099339
22,3,Von Miller,8.0,3.0,7.0,0,0.9063589489249977
22,3,Antonio Brown,8.0,6.0,8.0,0,0.8974633023943193
22,3,Marla Maples,6.0,9.0,9.0,0,0.8933310382069415
22,3,Doug Flutie,8.0,10.0,10.0,0,0.8625842808445859
22,3,Mischa Barton,11.0,11.0,11.0,1,0.6589898653877952
22,4,Paige VanZant,1.0,3.0,1.0,0,0.9736789491715071
22,4,Ginger Zee,1.0,4.0,2.0,0,0.969991408762552
22,4,Wanya Morris,3.0,2.0,3.0,0,0.9628694804715253
22,4,Nyle DiMarco,5.0,1.0,4.0,0,0.9601371764429552
22,4,Antonio Brown,3.0,5.0,5.0,0,0.9470645081021295
22,4,Kim Fields,6.0,7.0,6.0,0,0.8720359901069019
22,4,Von Miller,6.0,8.0,7.0,0,0.8702870862774779
22,4,Jodie Sweetin,9.0,6.0,8.0,0,0.833380234426942
22,4,Marla Maples,8.0,9.0,9.0,0,0.7893825175952918
22,4,Doug Flutie,10.0,10.0,10.0,1,0.7015095135654225
22,5,Nyle DiMarco,1.0,1.0,1.0,0,1.0
22,5,Jodie Sweetin,2.0,5.0,2.0,0,0.9409198021926608
22,5,Paige VanZant,4.0,2.0,3.0,0,0.9149974179520712
22,5,Ginger Zee,3.0,4.0,4.0,0,0.9068855236217062
22,5,Wanya Morris,5.0,3.0,5.0,0,0.897690774776289
22,5,Von Miller,6.0,6.0,6.0,0,0.8456473831790026
22,5,Kim Fields,7.0,7.0,7.0,0,0.8108186371079171
22,5,Antonio Brown,9.0,8.0,8.0,0,0.7775176858638873
22,5,Doug Flutie,7.0,9.0,9.0,0,0.7046423337163515
22,6,Wanya Morris,1.0,3.0,1.0,0,1.0
22,6,Paige VanZant,2.0,2.0,2.0,0,0.9905014783938827
22,6,Nyle DiMarco,4.0,1.0,3.0,0,0.9510529663920191
22,6,Jodie Sweetin,4.0,4.0,4.0,0,0.9168098813019717
22,6,Ginger Zee,6.0,5.0,5.0,0,0.8977399329043179
22,6,Antonio Brown,3.0,7.0,6.0,0,0.8732556799786051
22,6,Von Miller,6.0,6.0,7.0,0,0.8603911673812249
22,6,Kim Fields,6.0,8.0,8.0,0,0.8113474895166055
22,6,Doug Flutie,9.0,9.0,9.0,1,0.6676135321132006
22,7,Nyle DiMarco,1.0,1.0,1.0,0,0.9199961152840892
22,7,Paige VanZant,2.0,2.0,2.0,0,0.9076171410909175
22,7,Wanya Morris,2.0,3.0,3.0,0,0.8986831501083189
22,7,Ginger Zee,2.0,4.0,4.0,0,0.8850319254965909
22,7,Von Miller,5.0,5.0,5.0,0,0.8300228010688525
22,7,Jodie Sweetin,8.0,6.0,6.0,0,0.7983683635417265
22,7,Antonio Brown,5.0,7.0,8.0,1,0.7900888193120983
22,7,Kim Fields,5.0,8.0,8.0,1,0.7860984016816945
22,8,Nyle DiMarco,3.0,2.0,1.0,0,0.896823539899045
22,8,Paige VanZant,4.0,1.0,2.0,0,0.8885225362940482
22,8,Ginger Zee,1.0,3.0,3.0,0,0.8783910836955265
22,8,Jodie Sweetin,1.0,5.0,4.0,0,0.8190994028312664
22,8,Wanya Morris,6.0,4.0,5.0,0,0.7936040480848126
22,8,Antonio Brown,5.0,6.0,6.0,1,0.7368169682676879
22,9,Paige VanZant,2.0,1.0,1.0,0,0.8784255909184653
22,9,Nyle DiMarco,3.0,2.0,2.0,0,0.8418724471957852
22,9,Wanya Morris,1.0,3.0,3.0,0,0.822061078683446
22,9,Ginger Zee,4.0,4.0,5.0,1,0.7888089776377736
22,9,Antonio Brown,5.0,5.0,5.0,1,0.6885959028726427
22,10,Paige VanZant,1.0,1.0,1.0,0,0.35500101904120085
22,10,Nyle DiMarco,2.0,2.0,3.0,1,0.32323548183961903
22,10,Ginger Zee,3.0,3.0,3.0,1,0.22765968544689008
23,1,James Hinchcliffe,1.0,7.0,1.0,0,1.0
23,1,Laurie Hernandez,1.0,7.0,1.0,0,1.0
23,1,Jana Kramer,3.0,1.0,1.0,0,1.0
23,1,Marilu Henner,3.0,2.0,4.0,0,0.9991689645717283
23,1,Babyface,5.0,3.0,5.0,0,0.9661818202981027
23,1,Calvin Johnson Jr.,5.0,3.0,5.0,0,0.9661818202981027
23,1,Vanilla Ice,7.0,5.0,7.0,0,0.9442620599271785
23,1,Terra Jole,7.0,6.0,8.0,0,0.9275389773795886
23,1,Amber Rose,9.0,9.0,9.0,0,0.8734444784109405
23,1,Ryan Lochte,9.0,9.0,9.0,0,0.8734444784109405
23,1,Jake T. Austin,11.0,11.0,11.0,0,0.8104129166536068
23,1,Maureen McCormick,11.0,11.0,11.0,0,0.8104129166536068
23,1,Rick Perry,13.0,13.0,13.0,0,0.7433249469809766
23,2,Laurie Hernandez,1.0,7.0,1.0,0,1.0
23,2,Terra Jole,2.0,5.0,1.0,0,1.0
23,2,Babyface,3.0,3.0,1.0,0,1.0
23,2,James Hinchcliffe,4.0,2.0,1.0,0,1.0
23,2,Marilu Henner,7.0,1.0,5.0,0,0.9798616701066011
23,2,Jana Kramer,4.0,4.0,6.0,0,0.9782845826277151
23,2,Calvin Johnson Jr.,6.0,8.0,7.0,0,0.9207205371597768
23,2,Vanilla Ice,8.0,6.0,8.0,0,0.9034407772853835
23,2,Maureen McCormick,8.0,9.0,9.0,0,0.8857950108759967
23,2,Amber Rose,10.0,10.0,10.0,0,0.8110767674203216
23,2,Ryan Lochte,10.0,10.0,10.0,0,0.8110767674203216
23,2,Jake T. Austin,10.0,12.0,12.0,0,0.747861780988823
23,2,Rick Perry,13.0,13.0,13.0,1,0.7002860334076995
23,3,Terra Jole,3.0,1.0,1.0,0,1.0
23,3,Calvin Johnson Jr.,1.0,6.0,2.0,0,0.9890037210822513
23,3,Laurie Hernandez,2.0,5.0,3.0,0,0.9835493282356976
23,3,James Hinchcliffe,4.0,3.0,4.0,0,0.9637417403358479
23,3,Marilu Henner,5.0,7.0,5.0,0,0.9081089278796252
23,3,Jana Kramer,7.0,4.0,6.0,0,0.9055805796689929
23,3,Babyface,8.0,2.0,7.0,0,0.9008517636566258
23,3,Maureen McCormick,5.0,8.0,8.0,0,0.8732240489625459
23,3,Amber Rose,8.0,10.0,9.0,0,0.8015916451485374
23,3,Ryan Lochte,8.0,10.0,9.0,0,0.8015916451485374
23,3,Vanilla Ice,11.0,9.0,11.0,0,0.7827988202981226
23,3,Rick Perry,11.0,12.0,12.0,1,0.6654328333105131
23,4,Laurie Hernandez,1.0,10.0,1.0,0,1.0
23,4,James Hinchcliffe,2.0,7.0,1.0,0,1.0
23,4,Terra Jole,3.0,3.0,1.0,0,1.0
23,4,Calvin Johnson Jr.,6.0,1.0,4.0,0,0.97740426447957
23,4,Jana Kramer,6.0,2.0,5.0,0,0.9641378675551646
23,4,Maureen McCormick,4.0,4.0,6.0,0,0.9433434587343021
23,4,Amber Rose,4.0,9.0,7.0,0,0.9146700845647227
23,4,Vanilla Ice,6.0,6.0,8.0,0,0.9057522339891976
23,4,Marilu Henner,10.0,8.0,9.0,0,0.8599971188780839
23,4,Ryan Lochte,9.0,11.0,11.0,1,0.8057168468282647
23,4,Babyface,11.0,5.0,11.0,1,0.8178420481063902
23,5,James Hinchcliffe,1.0,1.0,1.0,0,0.9930141671428259
23,5,Terra Jole,2.0,3.0,2.0,0,0.9563134122660506
23,5,Jana Kramer,4.0,4.0,3.0,0,0.9238598790209869
23,5,Laurie Hernandez,5.0,2.0,4.0,0,0.9216676258775557
23,5,Marilu Henner,2.0,7.0,5.0,0,0.8964184282389422
23,5,Calvin Johnson Jr.,6.0,5.0,6.0,0,0.8805530850805796
23,5,Maureen McCormick,6.0,6.0,7.0,0,0.8614529687622515
23,5,Amber Rose,6.0,8.0,8.0,0,0.8227751068459979
23,5,Ryan Lochte,6.0,9.0,9.0,0,0.7567913619749731
23,6,James Hinchcliffe,2.0,1.0,1.0,0,0.978184770496945
23,6,Jana Kramer,1.0,6.0,2.0,0,0.955175194695854
23,6,Laurie Hernandez,3.0,2.0,3.0,0,0.9473144601284729
23,6,Calvin Johnson Jr.,3.0,3.0,4.0,0,0.9419926061220363
23,6,Marilu Henner,5.0,7.0,5.0,0,0.8512883819966818
23,6,Maureen McCormick,6.0,5.0,6.0,0,0.8431912688833781
23,6,Terra Jole,7.0,4.0,7.0,0,0.8387817175590868
23,6,Amber Rose,9.0,8.0,8.0,0,0.7256701950772938
23,6,Ryan Lochte,7.0,9.0,9.0,1,0.7061969584291766
23,7,Calvin Johnson Jr.,1.0,2.0,1.0,0,0.9105063706014518
23,7,James Hinchcliffe,1.0,3.0,2.0,0,0.9101561259796542
23,7,Laurie Hernandez,3.0,1.0,3.0,0,0.8861458463836298
23,7,Jana Kramer,3.0,4.0,4.0,0,0.8672174184949865
23,7,Terra Jole,3.0,5.0,5.0,0,0.8346636582778207
23,7,Maureen McCormick,6.0,6.0,6.0,0,0.8076845124367874
23,7,Marilu Henner,8.0,7.0,7.0,0,0.7293019204402034
23,7,Ryan Lochte,6.0,8.0,8.0,1,0.691202108578105
23,8,James Hinchcliffe,1.0,2.0,1.0,0,0.9905674884283989
23,8,Laurie Hernandez,2.0,4.0,2.0,0,0.9587876895173543
23,8,Calvin Johnson Jr.,3.0,1.0,3.0,0,0.932859402749835
23,8,Jana Kramer,3.0,3.0,4.0,0,0.914873442173214
23,8,Terra Jole,6.0,5.0,5.0,0,0.7564381909115074
23,8,Ryan Lochte,5.0,7.0,6.0,0,0.7420062984774158
23,8,Marilu Henner,7.0,6.0,7.0,1,0.7003494618861821
23,9,Jana Kramer,1.0,2.0,1.0,0,0.8597950340375409
23,9,Laurie Hernandez,1.0,3.0,2.0,0,0.8547633056389579
23,9,Calvin Johnson Jr.,4.0,1.0,3.0,0,0.8444251752424421
23,9,Terra Jole,3.0,5.0,4.0,0,0.7706697584064517
23,9,James Hinchcliffe,5.0,4.0,5.0,0,0.7618365237672005
23,9,Marilu Henner,5.0,6.0,6.0,1,0.6215558221450681
23,10,Laurie Hernandez,1.0,1.0,1.0,0,0.8455275779850644
23,10,Jana Kramer,4.0,2.0,2.0,0,0.7867210465037126
23,10,James Hinchcliffe,3.0,4.0,3.0,0,0.7855214543921023
23,10,Calvin Johnson Jr.,5.0,3.0,4.0,0,0.7671724716727886
23,10,Terra Jole,1.0,5.0,5.0,1,0.750869537445864
23,11,Laurie Hernandez,1.0,1.0,1.0,0,0.3467592087237178
23,11,James Hinchcliffe,2.0,2.0,4.0,1,0.2913546480453788
23,11,Calvin Johnson Jr.,3.0,3.0,4.0,1,0.2782013500099202
23,11,Jana Kramer,4.0,4.0,4.0,1,0.2089695700080927
24,1,Simone Biles,1.0,11.0,1.0,0,1.0
24,1,Rashad Jennings,2.0,10.0,1.0,0,1.0
24,1,David Ross,3.0,1.0,3.0,0,0.998718832659171
24,1,Heather Morris,3.0,1.0,3.0,0,0.998718832659171
24,1,Nancy Kerrigan,3.0,1.0,3.0,0,0.998718832659171
24,1,Normani,6.0,5.0,6.0,0,0.9683586583284135
24,1,Erika Jayne,7.0,6.0,7.0,0,0.9067576027039557
24,1,Nick Viall,7.0,6.0,7.0,0,0.9067576027039557
24,1,Bonner Bolton,9.0,4.0,9.0,0,0.8818843424213705
24,1,Charo,10.0,9.0,10.0,0,0.8179078841353739
24,1,Mr. T,11.0,12.0,11.0,0,0.7766380712739918
24,1,Chris Kattan,12.0,8.0,12.0,0,0.7515960263946905
24,2,Normani,1.0,5.0,1.0,0,1.0
24,2,Rashad Jennings,1.0,5.0,1.0,0,1.0
24,2,Simone Biles,4.0,2.0,3.0,0,0.9812834321681922
24,2,Bonner Bolton,5.0,1.0,4.0,0,0.9724466644973643
24,2,Heather Morris,3.0,7.0,5.0,0,0.9665974665420555
24,2,Nancy Kerrigan,5.0,4.0,6.0,0,0.9456789052975328
24,2,David Ross,8.0,3.0,7.0,0,0.9423430965577092
24,2,Erika Jayne,5.0,8.0,8.0,0,0.9289726534317915
24,2,Nick Viall,9.0,9.0,9.0,0,0.869300064337827
24,2,Charo,9.0,10.0,10.0,0,0.8174204475646715
24,2,Chris Kattan,11.0,11.0,11.0,0,0.72181980514432
24,2,Mr. T,11.0,12.0,12.0,1,0.7031346015046991
24,3,Normani,1.0,4.0,1.0,0,1.0
24,3,Nancy Kerrigan,2.0,3.0,2.0,0,0.9851247045709443
24,3,Simone Biles,4.0,2.0,3.0,0,0.9758844392367185
24,3,Heather Morris,2.0,7.0,4.0,0,0.9696642824773174
24,3,David Ross,5.0,5.0,5.0,0,0.9459466025504273
24,3,Rashad Jennings,6.0,1.0,6.0,0,0.9210730434678192
24,3,Erika Jayne,7.0,6.0,7.0,0,0.8683195797278035
24,3,Nick Viall,7.0,8.0,8.0,0,0.8478009839780012
24,3,Bonner Bolton,9.0,9.0,9.0,0,0.7732246690416471
24,3,Charo,9.0,10.0,10.0,0,0.7078862245928976
24,3,Mr. T,9.0,11.0,11.0,1,0.6693510962574205
24,4,Rashad Jennings,1.0,6.0,1.0,0,1.0
24,4,Normani,5.0,1.0,2.0,0,0.9789632101674128
24,4,Heather Morris,3.0,4.0,3.0,0,0.9652570163750966
24,4,Simone Biles,2.0,5.0,4.0,0,0.9625426424161677
24,4,Nancy Kerrigan,4.0,2.0,5.0,0,0.9438099306272565
24,4,David Ross,7.0,3.0,6.0,0,0.9115500046943098
24,4,Bonner Bolton,5.0,9.0,7.0,0,0.8458894392267194
24,4,Erika Jayne,8.0,7.0,8.0,0,0.8362779373962925
24,4,Nick Viall,8.0,8.0,9.0,0,0.8212132016607776
24,4,Mr. T,10.0,10.0,10.0,1,0.6357299313919114
24,5,Normani,1.0,1.0,1.0,0,1.0
24,5,Simone Biles,2.0,4.0,2.0,0,0.9692331813209042
24,5,Heather Morris,4.0,2.0,3.0,0,0.9333503334234736
24,5,Nancy Kerrigan,3.0,5.0,4.0,0,0.9270820632292306
24,5,Rashad Jennings,6.0,3.0,5.0,0,0.9035254039813742
24,5,Nick Viall,4.0,6.0,6.0,0,0.8742318964181701
24,5,David Ross,9.0,7.0,7.0,0,0.8080126413169795
24,5,Erika Jayne,6.0,8.0,8.0,0,0.8059880598840529
24,5,Bonner Bolton,8.0,9.0,9.0,1,0.7736011257671096
24,6,Normani,2.0,1.0,1.0,0,0.95538815568854
24,6,Heather Morris,1.0,3.0,2.0,0,0.9268062230999665
24,6,Rashad Jennings,3.0,2.0,3.0,0,0.9023791171191706
24,6,Simone Biles,4.0,4.0,4.0,0,0.8759895645570392
24,6,Nancy Kerrigan,5.0,5.0,5.0,0,0.859240488785253
24,6,Bonner Bolton,6.0,6.0,6.0,0,0.7597291099498327
24,6,David Ross,7.0,7.0,7.0,0,0.7499718174780804
24,6,Nick Viall,8.0,8.0,8.0,1,0.7214317405434114
24,7,Normani,1.0,1.0,1.0,0,0.9590777384063884
24,7,Rashad Jennings,2.0,2.0,2.0,0,0.916663824593392
24,7,Simone Biles,2.0,3.0,3.0,0,0.912624981652695
24,7,Nancy Kerrigan,4.0,4.0,4.0,0,0.8521472827612396
24,7,Nick Viall,5.0,5.0,5.0,0,0.7566586588293581
24,7,David Ross,6.0,7.0,7.0,1,0.6628899033382548
24,7,Bonner Bolton,7.0,6.0,7.0,1,0.6916039486013443
24,8,Normani,1.0,1.0,1.0,0,0.9279187412914737
24,8,Rashad Jennings,2.0,2.0,2.0,0,0.8815202031169407
24,8,Simone Biles,3.0,3.0,3.0,0,0.8390238404707976
24,8,David Ross,4.0,5.0,4.0,0,0.6397670750227507
24,8,Bonner Bolton,5.0,4.0,5.0,1,0.6173803183357642
24,9,Normani,3.0,1.0,1.0,0,0.8460903942439857
24,9,Rashad Jennings,2.0,2.0,2.0,0,0.845467928652957
24,9,Simone Biles,1.0,3.0,3.0,0,0.8246033228515725
24,9,David Ross,4.0,4.0,4.0,1,0.5754339271383355
24,10,Normani,2.0,1.0,1.0,0,0.3496340325714491
24,10,Rashad Jennings,1.0,2.0,3.0,1,0.3266144185232065
24,10,David Ross,3.0,3.0,3.0,1,0.03523158652538405
25,1,Jordan Fisher,1.0,5.0,1.0,0,1.0
25,1,Lindsey Stirling,1.0,5.0,1.0,0,1.0
25,1,Vanessa Lachey,3.0,4.0,3.0,0,0.9808230121735192
25,1,Nikki Bella,4.0,1.0,4.0,0,0.9755515189192253
25,1,Frankie Muniz,5.0,2.0,5.0,0,0.9491726709699089
25,1,Victoria Arlen,5.0,2.0,5.0,0,0.9491726709699089
25,1,Derek Fisher,7.0,7.0,7.0,0,0.8888617822183038
25,1,Nick Lachey,7.0,7.0,7.0,0,0.8888617822183038
25,1,Sasha Pieterse,7.0,7.0,7.0,0,0.8888617822183038
25,1,Debbie Gibson,10.0,10.0,10.0,0,0.8197826152747294
25,1,Drew Scott,11.0,11.0,11.0,0,0.793403767325413
25,1,Terrell Owens,12.0,13.0,12.0,0,0.7459175646810738
25,1,Barbara Corcoran,13.0,12.0,13.0,0,0.74064607142678
25,2,Frankie Muniz,1.0,4.0,1.0,0,1.0
25,2,Jordan Fisher,1.0,4.0,1.0,0,1.0
25,2,Lindsey Stirling,4.0,1.0,3.0,0,0.9893516144186756
25,2,Vanessa Lachey,3.0,6.0,4.0,0,0.9862301422993962
25,2,Sasha Pieterse,4.0,2.0,5.0,0,0.9860669954571054
25,2,Victoria Arlen,6.0,7.0,6.0,0,0.9406261647831599
25,2,Nikki Bella,9.0,3.0,7.0,0,0.9134831472712216
25,2,Drew Scott,7.0,8.0,8.0,0,0.890592212079016
25,2,Debbie Gibson,7.0,9.0,9.0,0,0.8832292126654966
25,2,Nick Lachey,11.0,10.0,10.0,0,0.8482896220095483
25,2,Derek Fisher,11.0,11.0,11.0,0,0.8460877241739768
25,2,Terrell Owens,9.0,12.0,13.0,1,0.8431227779198756
25,2,Barbara Corcoran,13.0,13.0,13.0,1,0.711212682274486
25,3,Lindsey Stirling,1.0,8.0,1.0,0,1.0
25,3,Jordan Fisher,2.0,2.0,1.0,0,1.0
25,3,Drew Scott,3.0,3.0,3.0,0,0.954573688692274
25,3,Vanessa Lachey,3.0,4.0,4.0,0,0.945140682829314
25,3,Frankie Muniz,6.0,1.0,5.0,0,0.9202508133496206
25,3,Victoria Arlen,5.0,5.0,6.0,0,0.9151343809994256
25,3,Nikki Bella,6.0,6.0,7.0,0,0.8894007206832166
25,3,Terrell Owens,6.0,9.0,8.0,0,0.8517751411655865
25,3,Derek Fisher,6.0,10.0,9.0,0,0.8485587953611251
25,3,Nick Lachey,6.0,11.0,10.0,0,0.8417395959449641
25,3,Sasha Pieterse,11.0,7.0,11.0,0,0.8364284606745871
25,4,Jordan Fisher,1.0,9.0,1.0,0,1.0
25,4,Lindsey Stirling,3.0,2.0,1.0,0,1.0
25,4,Victoria Arlen,2.0,6.0,3.0,0,0.9939558468406666
25,4,Frankie Muniz,4.0,1.0,4.0,0,0.9629372176370408
25,4,Nikki Bella,4.0,3.0,5.0,0,0.949681922284936
25,4,Drew Scott,4.0,4.0,6.0,0,0.9450754972662602
25,4,Vanessa Lachey,4.0,5.0,7.0,0,0.9401233213249381
25,4,Terrell Owens,4.0,7.0,8.0,0,0.9266057763780677
25,4,Sasha Pieterse,4.0,8.0,9.0,0,0.9084029684143761
25,4,Derek Fisher,10.0,11.0,10.0,0,0.8228120618234349
25,4,Nick Lachey,11.0,10.0,11.0,1,0.8060761623646137
25,5,Frankie Muniz,2.0,2.0,1.0,0,1.0
25,5,Lindsey Stirling,3.0,1.0,2.0,0,0.9981173868001683
25,5,Jordan Fisher,1.0,7.0,3.0,0,0.9965229109355653
25,5,Nikki Bella,4.0,4.0,4.0,0,0.9543653680544257
25,5,Victoria Arlen,4.0,6.0,5.0,0,0.9464723346699263
25,5,Drew Scott,6.0,3.0,6.0,0,0.9299239452926706
25,5,Terrell Owens,6.0,5.0,7.0,0,0.9150848519861469
25,5,Vanessa Lachey,8.0,8.0,8.0,0,0.8649076756905576
25,5,Sasha Pieterse,8.0,9.0,9.0,0,0.8066493350570333
25,5,Nick Lachey,10.0,10.0,10.0,1,0.7323257480460446
25,6,Jordan Fisher,2.0,2.0,1.0,0,0.9703418971063776
25,6,Lindsey Stirling,1.0,5.0,2.0,0,0.9635714189708344
25,6,Terrell Owens,3.0,4.0,3.0,0,0.927977972514732
25,6,Nikki Bella,4.0,6.0,4.0,0,0.9112800935832749
25,6,Vanessa Lachey,4.0,7.0,5.0,0,0.8800959794717091
25,6,Frankie Muniz,6.0,1.0,6.0,0,0.8727621433048948
25,6,Victoria Arlen,6.0,3.0,7.0,0,0.8584522194366551
25,6,Drew Scott,8.0,8.0,8.0,0,0.8013911817728185
25,6,Nick Lachey,9.0,9.0,9.0,1,0.6226897840535329
25,7,Frankie Muniz,1.0,2.0,1.0,0,0.9493382781020201
25,7,Victoria Arlen,2.0,4.0,2.0,0,0.9111082722281297
25,7,Jordan Fisher,4.0,1.0,3.0,0,0.9013877430201402
25,7,Lindsey Stirling,6.0,3.0,4.0,0,0.8690680601977971
25,7,Vanessa Lachey,4.0,5.0,5.0,0,0.8628908622315172
25,7,Drew Scott,2.0,8.0,6.0,0,0.8541088879697997
25,7,Terrell Owens,7.0,6.0,8.0,1,0.8087731328946222
25,7,Nikki Bella,8.0,7.0,8.0,1,0.7980188069131944
25,8,Jordan Fisher,1.0,3.0,1.0,0,0.88980503280457
25,8,Lindsey Stirling,2.0,1.0,2.0,0,0.8600473908146883
25,8,Frankie Muniz,3.0,2.0,3.0,0,0.8495776463852776
25,8,Terrell Owens,4.0,5.0,4.0,0,0.758636831071865
25,8,Victoria Arlen,5.0,4.0,5.0,0,0.7397546300705741
25,8,Drew Scott,6.0,6.0,6.0,1,0.6804141169999847
25,9,Jordan Fisher,1.0,1.0,1.0,0,0.8925317722434949
25,9,Lindsey Stirling,2.0,2.0,2.0,0,0.8828748220217676
25,9,Victoria Arlen,3.0,4.0,3.0,0,0.8209838335091126
25,9,Frankie Muniz,4.0,3.0,4.0,0,0.8027123755946917
25,9,Drew Scott,5.0,5.0,5.0,1,0.6573022566875224
25,10,Jordan Fisher,1.0,1.0,1.0,0,0.34276730334765293
25,10,Lindsey Stirling,1.0,2.0,4.0,1,0.3345626445591484
25,10,Frankie Muniz,3.0,3.0,4.0,1,0.29811428744954416
25,10,Drew Scott,4.0,4.0,4.0,1,0.13399584119485497
26,1,Adam Rippon,1.0,3.0,1.0,0,1.0
26,1,Josh Norman,1.0,3.0,1.0,0,1.0
26,1,Mirai Nagasu,3.0,1.0,3.0,0,0.9840748401911021
26,1,Tonya Harding,3.0,1.0,3.0,0,0.9840748401911021
26,1,Chris Mazdzer,5.0,6.0,5.0,0,0.9102097895974466
26,1,Jennie Finch Daigle,5.0,6.0,5.0,0,0.9102097895974466
26,1,Arike Ogunbowale,7.0,5.0,7.0,0,0.8921136102358866
26,1,Jamie Anderson,8.0,8.0,8.0,0,0.8275764608118217
26,1,Johnny Damon,9.0,10.0,10.0,1,0.7800902581674827
26,1,Kareem Abdul-Jabbar,10.0,9.0,10.0,1,0.7748187649131888
26,2,Mirai Nagasu,1.0,2.0,1.0,0,0.9972751051903216
26,2,Adam Rippon,1.0,5.0,2.0,0,0.9661945496241101
26,2,Arike Ogunbowale,3.0,3.0,3.0,0,0.9587971559867174
26,2,Josh Norman,6.0,1.0,4.0,0,0.9266462814033777
26,2,Tonya Harding,4.0,4.0,5.0,0,0.9203860887505998
26,2,Chris Mazdzer,4.0,6.0,6.0,0,0.896935806967433
26,2,Jennie Finch Daigle,6.0,7.0,8.0,1,0.8648976145848792
26,2,Kareem Abdul-Jabbar,8.0,8.0,8.0,1,0.7526064300874256
26,3,Adam Rippon,1.0,4.0,1.0,0,0.980264367259213
26,3,Josh Norman,2.0,3.0,2.0,0,0.9455091033801666
26,3,Mirai Nagasu,3.0,1.0,3.0,0,0.9338762371073381
26,3,Tonya Harding,3.0,2.0,6.0,1,0.9139668277243115
26,3,Chris Mazdzer,5.0,5.0,6.0,1,0.8349184405076848
26,3,Jennie Finch Daigle,6.0,6.0,6.0,1,0.7720041885733899
26,4,Adam Rippon,1.0,1.0,1.0,0,0.3972705913638006
26,4,Josh Norman,2.0,2.0,3.0,1,0.37748720559123794
26,4,Tonya Harding,3.0,3.0,3.0,1,0.3248812312366339
27,1,DeMarcus Ware,1.0,8.0,1.0,0,1.0
27,1,Tinashe,1.0,8.0,1.0,0,1.0
27,1,Alexis Ren,3.0,6.0,1.0,0,1.0
27,1,Juan Pablo Di Pace,3.0,6.0,1.0,0,1.0
27,1,Bobby Bones,5.0,1.0,5.0,0,0.9750513691032736
27,1,Milo Manheim,5.0,1.0,5.0,0,0.9750513691032736
27,1,Mary Lou Retton,5.0,3.0,7.0,0,0.9644976917557623
27,1,Evanna Lynch,9.0,4.0,8.0,0,0.9120959570402426
27,1,John Schneider,9.0,4.0,8.0,0,0.9120959570402426
27,1,Nancy McKeon,8.0,11.0,10.0,0,0.9086928751654277
27,1,Danelle Umstead,9.0,10.0,11.0,0,0.875536946295086
27,1,Nikki Glaser,12.0,13.0,12.0,0,0.8026811829250255
