season,week,celebrity_name,judge_rank,audience_share_rank,judge_share,audience_share,rank_diff_share,rank_direction_share,survival_prob
22,6,Kim Fields,6.0,8.0,0.10572687224664946,0.09790640662837151,2.0,-2.0,0.8113474895166055
22,6,Wanya Morris,1.0,3.0,0.12775330396470144,0.12322828099884513,2.0,-2.0,1.0
22,7,Antonio Brown,5.0,7.0,0.12149532710274698,0.11034141951029654,2.0,-2.0,0.7900888193120983
22,7,Ginger Zee,2.0,4.0,0.1285046728971362,0.13119134765233273,2.0,-2.0,0.8850319254965909
22,8,Ginger Zee,1.0,3.0,0.17751479289930325,0.17291247713040486,2.0,-2.0,0.8783910836955265
22,9,Wanya Morris,1.0,3.0,0.2090592334493317,0.19995038961969147,2.0,-2.0,0.822061078683446
23,2,Calvin Johnson Jr.,6.0,8.0,0.07954545454543195,0.07732775289613428,2.0,-2.0,0.9207205371597768
23,2,Jake T. Austin,10.0,12.0,0.06818181818179882,0.0592395562436364,2.0,-2.0,0.747861780988823
23,3,Amber Rose,8.0,10.0,0.07692307692305325,0.07467136986556351,2.0,-2.0,0.8015916451485374
23,3,Marilu Henner,5.0,7.0,0.08615384615381964,0.08558480828315469,2.0,-2.0,0.9081089278796252
23,3,Ryan Lochte,8.0,10.0,0.07692307692305325,0.07467136986556351,2.0,-2.0,0.8015916451485374
23,4,Ryan Lochte,9.0,11.0,0.08429118773943131,0.07386517844739555,2.0,-2.0,0.8057168468282647
23,5,Amber Rose,6.0,8.0,0.10434782608691116,0.10101618645749692,2.0,-2.0,0.8227751068459979
23,6,Marilu Henner,5.0,7.0,0.11147540983602904,0.10714573299196498,2.0,-2.0,0.8512883819966818
23,6,Ryan Lochte,7.0,9.0,0.09836065573767268,0.08299925634193885,2.0,-2.0,0.7061969584291766
23,7,James Hinchcliffe,1.0,3.0,0.13430127041737414,0.1399711002067846,2.0,-2.0,0.9101561259796542
23,7,Ryan Lochte,6.0,8.0,0.11978221415603638,0.08850912783278835,2.0,-2.0,0.691202108578105
23,7,Terra Jole,3.0,5.0,0.12522686025403804,0.12629611882082023,2.0,-2.0,0.8346636582778207
23,8,Laurie Hernandez,2.0,4.0,0.16417926783998585,0.1556361300118342,2.0,-2.0,0.9587876895173543
23,8,Ryan Lochte,5.0,7.0,0.1293533625405949,0.11815194249257274,2.0,-2.0,0.7420062984774158
23,9,Laurie Hernandez,1.0,3.0,0.17621145374441577,0.18651081745547046,2.0,-2.0,0.8547633056389579
23,9,Terra Jole,3.0,5.0,0.167400881057195,0.15963595273036088,2.0,-2.0,0.7706697584064517
24,3,Mr. T,9.0,11.0,0.07619047619045201,0.062330220479812605,2.0,-2.0,0.6693510962574205
24,5,Erika Jayne,6.0,8.0,0.10526315789470223,0.09635924843632979,2.0,-2.0,0.8059880598840529
24,5,Nancy Kerrigan,3.0,5.0,0.11842105263154,0.11349369370050637,2.0,-2.0,0.9270820632292306
24,5,Nick Viall,4.0,6.0,0.1118421052631211,0.10685187721668928,2.0,-2.0,0.8742318964181701
24,5,Simone Biles,2.0,4.0,0.12499999999995888,0.11745908350302268,2.0,-2.0,0.9692331813209042
24,6,Heather Morris,1.0,3.0,0.13754646840143586,0.1370247001827179,2.0,-2.0,0.9268062230999665
24,9,Simone Biles,1.0,3.0,0.26402640264008975,0.2694219759792226,2.0,-2.0,0.8246033228515725
25,2,Debbie Gibson,7.0,9.0,0.07495429616085011,0.07426134924301975,2.0,-2.0,0.8832292126654966
25,5,Victoria Arlen,4.0,6.0,0.10344827586202933,0.10355830426762243,2.0,-2.0,0.9464723346699263
25,6,Nikki Bella,4.0,6.0,0.11764705882349097,0.11575827573954924,2.0,-2.0,0.9112800935832749
25,7,Victoria Arlen,2.0,4.0,0.13255813953482207,0.1294543275906899,2.0,-2.0,0.9111082722281297
25,8,Jordan Fisher,1.0,3.0,0.19169329073470182,0.18074754237859214,2.0,-2.0,0.88980503280457
26,1,Adam Rippon,1.0,3.0,0.11428571428565987,0.1063876663628471,2.0,-2.0,1.0
26,1,Josh Norman,1.0,3.0,0.11428571428565987,0.1063876663628471,2.0,-2.0,1.0
26,2,Chris Mazdzer,4.0,6.0,0.1233644859812623,0.12291995747653855,2.0,-2.0,0.896935806967433
27,6,Joe Amabile,7.0,9.0,0.09606986899559124,0.06515358066086338,2.0,-2.0,0.6347772248586814
27,8,Alexis Ren,2.0,4.0,0.1801242236023726,0.20471527508417872,2.0,-2.0,0.8867686240854501
28,4,Karamo Brown,6.0,8.0,0.09929078014180877,0.08693366506005412,2.0,-2.0,0.8131983127995694
28,4,Sailor Brinkley-Cook,5.0,7.0,0.10992907801414542,0.10359773542921752,2.0,-2.0,0.9324213276152766
28,5,Ally Brooke,1.0,3.0,0.1255813953487788,0.1258190081335536,2.0,-2.0,1.0
28,5,James Van Der Beek,2.0,4.0,0.1209302325580833,0.12289478821797382,2.0,-2.0,0.9698672611445152
28,6,James Van Der Beek,1.0,3.0,0.11842105263152701,0.12271638639816285,2.0,-2.0,0.9237006140011941
28,6,Karamo Brown,6.0,8.0,0.10964912280696945,0.0940669817298505,2.0,-2.0,0.780354521471264
28,6,Lauren Alaina,4.0,6.0,0.11403508771924824,0.1130319610896618,2.0,-2.0,0.8698026040596079
28,8,Hannah Brown,2.0,4.0,0.16062139117666777,0.15447489238528292,2.0,-2.0,0.9101807375509734
28,10,Lauren Alaina,3.0,5.0,0.19636363636349358,0.1535044069497203,2.0,-2.0,0.6907018247898576
29,2,Carole Baskin,12.0,14.0,0.058608058608037146,0.05389862046403926,2.0,-2.0,0.7677395485619699
29,2,Chrishell Stause,6.0,8.0,0.06593406593404179,0.06766232050652464,2.0,-2.0,0.9116545814106025
29,3,Nelly,11.0,13.0,0.06405693950175656,0.062226997228200374,2.0,-2.0,0.8136301908639245
29,4,Anne Heche,10.0,12.0,0.06976744186044194,0.06493540253612474,2.0,-2.0,0.8086011268971502
29,5,Kaitlyn Bristowe,2.0,4.0,0.09407665505223203,0.08807120967093385,2.0,-2.0,1.0
29,5,Monica Aldama,3.0,5.0,0.09059233449474195,0.08776007620874622,2.0,-2.0,0.97916278609429
29,7,Chrishell Stause,5.0,7.0,0.09999999999996154,0.09617622931591718,2.0,-2.0,0.8671688102240406
29,7,Nev Schulman,1.0,3.0,0.11538461538457101,0.10869741484512896,2.0,-2.0,0.9905223901210469
29,11,Justina Machado,1.0,3.0,0.25316455696181167,0.31568291015318045,2.0,-2.0,0.3286484488627539
30,1,Jimmie Allen,13.0,15.0,0.06010928961746992,0.058960571629694716,2.0,-2.0,0.8365175289054623
30,3,Amanda Kloots,1.0,3.0,0.08053691275165083,0.07694766557397088,2.0,-2.0,1.0
30,3,Brian Austin Green,12.0,14.0,0.06375838926172357,0.05617355275648659,2.0,-2.0,0.76154721492965
30,3,Kenya Moore,7.0,9.0,0.07046979865769448,0.07185568740017546,2.0,-2.0,0.9037423700215022
30,3,Melora Hardin,4.0,6.0,0.07718120805366538,0.07648329120539599,2.0,-2.0,0.975743154617442
30,3,"Mike ""The Miz"" Mizanin",5.0,7.0,0.07382550335567993,0.07529630130772917,2.0,-2.0,0.9468978248463229
30,3,Olivia Jade,1.0,3.0,0.08053691275165083,0.07694766557397088,2.0,-2.0,1.0
30,5,Cody Rigsby,9.0,11.0,0.08311688311686154,0.06147201300953689,2.0,-2.0,0.7052254392282371
30,5,Suni Lee,3.0,5.0,0.09350649350646922,0.09906043881221219,2.0,-2.0,0.9392360206299171
30,6,JoJo Siwa,1.0,3.0,0.1098901098900797,0.11248011782753913,2.0,-2.0,0.9823110357438452
30,8,Cody Rigsby,5.0,7.0,0.12337662337658332,0.1058538382670137,2.0,-2.0,0.782520709375276
30,9,Iman Shumpert,3.0,5.0,0.1659292035397496,0.13977565738537845,2.0,-2.0,0.7004929657120518
30,10,Iman Shumpert,1.0,3.0,0.254777070063532,0.13950265580308152,2.0,-2.0,0.17209691923532322
31,3,Daniel Durant,5.0,7.0,0.07692307692305783,0.07691742452614399,2.0,-2.0,0.9573942725073312
31,3,Jessie James Decker,11.0,13.0,0.06451612903224206,0.053715833386000375,2.0,-2.0,0.7357919571263618
31,3,Jordin Sparks,7.0,9.0,0.07196029776673153,0.07464785875271943,2.0,-2.0,0.9123852823692715
31,4,Shangela,6.0,8.0,0.07804878048778584,0.07889020781544559,2.0,-2.0,0.9212294358912315
31,5,Gabby Windey,2.0,4.0,0.09141583054624496,0.09037082488619404,2.0,-2.0,1.0
31,5,Joseph Baena,10.0,12.0,0.07803790412484325,0.06294399394432267,2.0,-2.0,0.7755349133517123
31,5,Trevor Donovan,7.0,9.0,0.0802675585284102,0.08242556218577651,2.0,-2.0,0.894967346899805
31,5,Wayne Brady,2.0,4.0,0.09141583054624496,0.09037082488619404,2.0,-2.0,1.0
31,6,Trevor Donovan,5.0,7.0,0.0985507246376526,0.1013127641283414,2.0,-2.0,0.8798589733901447
31,7,Daniel Durant,4.0,6.0,0.11213517665127123,0.11049263428859918,2.0,-2.0,0.8687045481176009
31,8,Shangela,3.0,5.0,0.1337579617833969,0.13622504468382993,2.0,-2.0,0.9276903795218429
31,9,Charli D'Amelio,1.0,3.0,0.1818181818180992,0.17424136293136136,2.0,-2.0,0.8728684222315019
32,2,Lele Pons,3.0,5.0,0.08823529411760998,0.0794174851523059,2.0,-2.0,0.982895657843398
32,2,Mira Sorvino,7.0,9.0,0.07563025210080856,0.07508076639361735,2.0,-2.0,0.8835714284746632
32,3,Mauricio Umansky,10.0,12.0,0.07120743034053523,0.07193444599980059,2.0,-2.0,0.7519481121852449
32,4,Harry Jowsey,6.0,8.0,0.08749999999996355,0.08124970596760579,2.0,-2.0,0.8035255872621381
32,4,Mauricio Umansky,9.0,11.0,0.07916666666663369,0.06868644568977822,2.0,-2.0,0.7040235018696512
32,7,Lele Pons,3.0,5.0,0.1294326241134293,0.14238088717821015,2.0,-2.0,0.8579337853025794
33,2,Phaedra Parks,5.0,7.0,0.08139534883717776,0.07700591098152333,2.0,-2.0,0.9295885997157969
33,2,Tori Spelling,9.0,11.0,0.07364341085268464,0.07302131424908857,2.0,-2.0,0.8607119450380579
33,3,Chandler Kinney,2.0,4.0,0.10849056603770174,0.0969107772675047,2.0,-2.0,0.9953882196436888
33,4,Brooks Nader,4.0,6.0,0.10884353741492897,0.11067523064761875,2.0,-2.0,0.8774627860252369
33,4,Joey Graziadei,1.0,3.0,0.12244897959179508,0.11430961632926993,2.0,-2.0,0.9463740117803365
33,5,Chandler Kinney,1.0,3.0,0.1336633663365675,0.13232360920260075,2.0,-2.0,0.919999109905512
33,5,Danny Amendola,4.0,6.0,0.12623762376231376,0.12491698823051037,2.0,-2.0,0.8686967435668211
33,5,Dwight Howard ,6.0,8.0,0.11881188118806,0.10326351855266476,2.0,-2.0,0.7681171970147102
33,7,Chandler Kinney,1.0,3.0,0.18749999999988282,0.18038512289288017,2.0,-2.0,0.9248991266777885
34,2,Elaine Hendrix,5.0,7.0,0.07553956834529657,0.07576087678047749,2.0,-2.0,0.9620555057415945
34,3,Alix Earle,3.0,5.0,0.0894941634240897,0.08777676314394808,2.0,-2.0,0.9630869512302029
34,3,Danielle Fishel,8.0,10.0,0.08171206225677755,0.07860715985840185,2.0,-2.0,0.8709908265259675
34,5,Scott Hoying,6.0,8.0,0.09584664536738152,0.08809678917583534,2.0,-2.0,0.7938020377318549
34,6,Robert Irwin,3.0,5.0,0.10588235294114533,0.11322723461328428,2.0,-2.0,0.9391210903857163
34,7,Whitney Leavitt,2.0,4.0,0.12650602409634745,0.1270438200445185,2.0,-2.0,1.0
34,9,Whitney Leavitt,1.0,3.0,0.15555555555549794,0.16924425058883114,2.0,-2.0,0.9002028056896306
34,10,Alix Earle,2.0,4.0,0.1686046511626927,0.17505460850775248,2.0,-2.0,0.8555102323711805
34,10,Elaine Hendrix,4.0,6.0,0.16569767441850833,0.12961376933575064,2.0,-2.0,0.735152494104343
34,10,Robert Irwin,1.0,3.0,0.17151162790687705,0.17599964317302452,2.0,-2.0,0.8650994841759918
1,2,John O'Hurley,1.0,4.0,0.21487603305767367,0.16491106206349365,3.0,-3.0,0.984274928815205
1,2,Rachel Hunter,2.0,5.0,0.1983471074378526,0.15896179308483546,3.0,-3.0,0.9260193333179554
1,4,Kelly Monaco,1.0,4.0,0.28260869565186675,0.19489950974822065,3.0,-3.0,0.7959068111375295
2,1,Giselle Fernandez,2.0,5.0,0.11794871794865747,0.10011351394758407,3.0,-3.0,1.0
2,1,Tatum O'Neal,2.0,5.0,0.11794871794865747,0.10011351394758407,3.0,-3.0,1.0
2,3,Lisa Rinna,4.0,7.0,0.1373626373625619,0.1195265178933406,3.0,-3.0,0.9405212707670697
2,4,Drew Lachey,1.0,4.0,0.17721518987330556,0.14349359441365384,3.0,-3.0,1.0
3,2,Vivica A. Fox,3.0,6.0,0.10434782608691116,0.09643566364639511,3.0,-3.0,0.9236341238875363
3,4,Mario Lopez,1.0,4.0,0.1464646464645725,0.13091130698090211,3.0,-3.0,1.0
3,5,Willa Ford,1.0,4.0,0.14917127071814965,0.1599858589227773,3.0,-3.0,0.9067553592663559
4,2,Apolo Anton Ohno,2.0,5.0,0.10612244897954853,0.09122814653180858,3.0,-3.0,1.0
4,2,Billy Ray Cyrus,6.0,9.0,0.08571428571425073,0.08732205361458638,3.0,-3.0,0.8767966414306436
4,3,Ian Ziering,1.0,4.0,0.11009174311921556,0.10725352157723075,3.0,-3.0,0.9796444766093051
5,1,Jane Seymour,3.0,6.0,0.09338521400774577,0.08473970308247233,3.0,-3.0,1.0
5,1,Mel B,3.0,6.0,0.09338521400774577,0.08473970308247233,3.0,-3.0,1.0
5,3,Jane Seymour,1.0,4.0,0.11297071129702387,0.10540511724252888,3.0,-3.0,1.0
5,3,Jennie Garth,4.0,7.0,0.10878661087861557,0.10476710287635779,3.0,-3.0,0.9779182759517628
5,3,Mel B,1.0,4.0,0.11297071129702387,0.10540511724252888,3.0,-3.0,1.0
5,3,Sabrina Bryan,1.0,4.0,0.11297071129702387,0.10540511724252888,3.0,-3.0,1.0
5,5,Cameron Mathison,3.0,6.0,0.13065326633159263,0.13265219322754918,3.0,-3.0,0.9410699416093739
5,6,Jennie Garth,3.0,6.0,0.14999999999991667,0.1404669503190863,3.0,-3.0,0.9071174197792269
5,6,Mel B,1.0,4.0,0.1666666666665741,0.14415088779060256,3.0,-3.0,0.9706715952083776
5,7,Marie Osmond,3.0,6.0,0.16666666666655985,0.14224101540901277,3.0,-3.0,0.7469014601273207
6,3,Adam Carolla,6.0,9.0,0.09210526315785435,0.09008813888052411,3.0,-3.0,0.8263551073383519
6,4,Jason Taylor,1.0,4.0,0.1288888888888316,0.11397031431002122,3.0,-3.0,1.0
6,4,Kristi Yamaguchi,1.0,4.0,0.1288888888888316,0.11397031431002122,3.0,-3.0,1.0
6,4,Marissa Jaret Winokur,5.0,8.0,0.10666666666661927,0.09807584034682772,3.0,-3.0,0.8430502295840794
6,5,Kristi Yamaguchi,1.0,4.0,0.14795918367339392,0.132755269668629,3.0,-3.0,0.9993309892345463
6,5,Mario,2.0,5.0,0.13775510204074606,0.12418221368068126,3.0,-3.0,0.9324852130730721
6,5,Marissa Jaret Winokur,4.0,7.0,0.12244897959177427,0.11456709522584789,3.0,-3.0,0.8437667020419777
6,8,Cristian de la Fuente,1.0,4.0,0.21348314606725582,0.1957126180009426,3.0,-3.0,0.8231968483461043
7,2,Misty May-Treanor,4.0,7.0,0.09502262443434614,0.09325220383444839,3.0,-3.0,0.9229527014217047
7,3,Maurice Greene,3.0,6.0,0.12060301507531629,0.11391917708624931,3.0,-3.0,0.9467833269391851
7,4,Cloris Leachman,5.0,8.0,0.10837438423639982,0.08974848735491683,3.0,-3.0,0.7946571975836407
7,4,Lance Bass,1.0,4.0,0.12807881773392707,0.12123984721231808,3.0,-3.0,1.0
7,5,Brooke Burke,1.0,4.0,0.14871794871787247,0.1348820171827664,3.0,-3.0,1.0
7,5,Cody Linley,2.0,5.0,0.14358974358966997,0.13196876227303045,3.0,-3.0,0.9716450599264839
7,7,Brooke Burke,1.0,4.0,0.20408163265292242,0.16716391126928437,3.0,-3.0,0.9427189202352844
8,6,Melissa Rycroft,2.0,5.0,0.1451612903225026,0.1337165402112202,3.0,-3.0,0.9395042220170058
8,8,Ty Murray,3.0,6.0,0.16666666666655985,0.12285272606490708,3.0,-3.0,0.7013877771625436
8,9,Melissa Rycroft,1.0,4.0,0.21348314606725582,0.20184767690028818,3.0,-3.0,0.8239841937149366
9,3,Donny Osmond,4.0,7.0,0.08139534883717776,0.07966512752171172,3.0,-3.0,0.9451808604045726
9,3,Joanna Krupa,3.0,6.0,0.08914728682167088,0.08125446707112577,3.0,-3.0,1.0
9,6,Mya,2.0,5.0,0.12692351627366136,0.12151035425583866,3.0,-3.0,1.0
9,7,Joanna Krupa,1.0,4.0,0.15669515669506742,0.15913142835843394,3.0,-3.0,0.8965024034604984
10,4,Evan Lysacek,1.0,4.0,0.1401617250673099,0.11878660336277551,3.0,-3.0,1.0
10,4,Nicole Scherzinger,2.0,5.0,0.13477088948779797,0.11587063181382716,3.0,-3.0,0.967920985708445
10,6,Chad Ochocinco,3.0,6.0,0.14832537716626404,0.13516391068060107,3.0,-3.0,0.9107038271470129
10,6,Nicole Scherzinger,1.0,4.0,0.17224890226896825,0.13903702779536237,3.0,-3.0,1.0
11,2,Audrina Patridge,2.0,5.0,0.10407239818999817,0.09540266935083357,3.0,-3.0,1.0
11,3,Kurt Warner,5.0,8.0,0.10407239818999817,0.09814763512243851,3.0,-3.0,0.9063480769046879
11,6,Brandy,1.0,4.0,0.1739131484984858,0.1429383774759944,3.0,-3.0,1.0
12,2,Chris Jericho,1.0,4.0,0.10648148148143219,0.09728184524832706,3.0,-3.0,1.0
12,2,Hines Ward,1.0,4.0,0.10648148148143219,0.09728184524832706,3.0,-3.0,1.0
12,2,Romeo,1.0,4.0,0.10648148148143219,0.09728184524832706,3.0,-3.0,1.0
12,3,Kirstie Alley,5.0,8.0,0.09813084112144947,0.10364406956056656,3.0,-3.0,0.9079349380690572
12,4,Chelsea Kane,1.0,4.0,0.12621359223294845,0.11979560199834272,3.0,-3.0,1.0
12,4,Ralph Macchio,2.0,5.0,0.12135922330091196,0.11877916894305941,3.0,-3.0,0.9761358431919229
12,5,Kirstie Alley,5.0,8.0,0.11855670103086673,0.11268462341574832,3.0,-3.0,0.8332533877137597
12,5,Romeo,2.0,5.0,0.13402061855663194,0.12456241544183096,3.0,-3.0,0.9317763146366044
13,2,Ricki Lake,1.0,4.0,0.10313901345286855,0.09704632743635844,3.0,-3.0,1.0
13,2,Rob Kardashian,4.0,7.0,0.09417040358740172,0.09129355106224368,3.0,-3.0,0.9264612175186455
13,3,David Arquette,4.0,7.0,0.10126582278476741,0.0961414067068392,3.0,-3.0,0.8973672081470485
13,5,David Arquette,2.0,5.0,0.1329787234041846,0.1294455008847262,3.0,-3.0,0.9196843286693996
13,5,J.R. Martinez,1.0,4.0,0.14893617021268674,0.13640545854864553,3.0,-3.0,1.0
14,2,Maria Menounos,3.0,6.0,0.09293680297394315,0.0862153987749399,3.0,-3.0,1.0
14,2,William Levy,3.0,6.0,0.09293680297394315,0.0862153987749399,3.0,-3.0,1.0
14,3,Gavin DeGraw,7.0,10.0,0.0857142857142551,0.07911861851157102,3.0,-3.0,0.8384724452269348
14,3,William Levy,2.0,5.0,0.09999999999996428,0.09463092590382133,3.0,-3.0,0.990049099272867
14,4,Donald Driver,1.0,4.0,0.11587982832613053,0.1076358313389087,3.0,-3.0,1.0
14,4,Melissa Gilbert,6.0,9.0,0.09442060085832858,0.08487321891876168,3.0,-3.0,0.8021532810981222
14,5,Katherine Jenkins,1.0,4.0,0.1294642857142279,0.12136871195718332,3.0,-3.0,1.0
14,5,William Levy,1.0,4.0,0.1294642857142279,0.12136871195718332,3.0,-3.0,1.0
14,6,Jaleel White,2.0,5.0,0.14341046661748955,0.12761333703831088,3.0,-3.0,1.0
14,8,Roshon Fegan,2.0,5.0,0.1712538226298647,0.17210528863428282,3.0,-3.0,0.7982874501447664
14,8,William Levy,1.0,4.0,0.174311926605398,0.17597143279768895,3.0,-3.0,0.8143858736601334
15,2,Joey Fatone,7.0,10.0,0.08152173913040525,0.07871826152025395,3.0,-3.0,0.8734026444515539
15,2,Sabrina Bryan,1.0,4.0,0.09420289855069051,0.08926345762374839,3.0,-3.0,1.0
15,5,Sabrina Bryan,1.0,4.0,0.13160854893132437,0.13711207771761172,3.0,-3.0,0.9475559033217911
15,6,Kirstie Alley,5.0,8.0,0.1216814159291497,0.07760354727038005,3.0,-3.0,0.6887012612181798
15,7,Kelly Monaco,3.0,6.0,0.1487607608781725,0.1295129665957994,3.0,-3.0,0.8533576073607423
16,4,Andy Dick,6.0,9.0,0.09374999999995816,0.09028678556709524,3.0,-3.0,0.816860002071374
16,5,Zendaya,1.0,4.0,0.13875598086117763,0.11716741185151804,3.0,-3.0,1.0
17,2,Christina Milian,2.0,5.0,0.09398496240597971,0.08704066135161992,3.0,-3.0,1.0
17,2,Elizabeth Berkley Lauren,2.0,5.0,0.09398496240597971,0.08704066135161992,3.0,-3.0,1.0
17,2,Jack Osbourne,4.0,7.0,0.09022556390974053,0.0852055123892434,3.0,-3.0,0.9690952731303819
17,3,Bill Engvall,6.0,9.0,0.09411764705878663,0.08442977270387522,3.0,-3.0,0.9051115024620642
17,3,Christina Milian,2.0,5.0,0.1019607843136855,0.09530487773680942,3.0,-3.0,1.0
17,3,Corbin Bleu,2.0,5.0,0.1019607843136855,0.09530487773680942,3.0,-3.0,1.0
17,4,Amber Riley,1.0,4.0,0.11392405063286333,0.10470770501128322,3.0,-3.0,1.0
17,4,Corbin Bleu,1.0,4.0,0.11392405063286333,0.10470770501128322,3.0,-3.0,1.0
17,4,Elizabeth Berkley Lauren,1.0,4.0,0.11392405063286333,0.10470770501128322,3.0,-3.0,1.0
17,7,Jack Osbourne,3.0,6.0,0.12866817155750399,0.11869783214224054,3.0,-3.0,0.8311342478553233
18,2,Sean Avery,7.0,10.0,0.08606557377045654,0.08437030901713903,3.0,-3.0,0.8770235070653253
18,3,Charlie White,2.0,5.0,0.11575562700960909,0.11367580410947627,3.0,-3.0,0.9437527380433586
18,3,Meryl Davis,1.0,4.0,0.12540192926040986,0.11770351761192806,3.0,-3.0,1.0
18,4,NeNe Leakes,6.0,9.0,0.10774410774407148,0.09615804545353913,3.0,-3.0,0.8381782063080837
18,8,Amy Purdy,1.0,4.0,0.17699115044239958,0.1782239752192054,3.0,-3.0,0.862347357133885
19,1,Bethany Mota,3.0,6.0,0.08602150537632096,0.07807586496627746,3.0,-3.0,1.0
19,1,Lea Thompson,3.0,6.0,0.08602150537632096,0.07807586496627746,3.0,-3.0,1.0
19,2,Tommy Chong,8.0,11.0,0.07734806629832118,0.07836999727870385,3.0,-3.0,0.8592054345473946
20,3,Chris Soules,7.0,10.0,0.08945686900955609,0.08412928309486237,3.0,-3.0,0.8431309997031788
20,5,Rumer Willis,1.0,4.0,0.13780918727910324,0.11770992402187122,3.0,-3.0,1.0
20,6,Chris Soules,5.0,8.0,0.12367491166073369,0.09658890410161845,3.0,-3.0,0.730711545997305
21,9,Alexa PenaVega,1.0,4.0,0.18237082066858215,0.16236134112899916,3.0,-3.0,0.8195681518565257
22,3,Marla Maples,6.0,9.0,0.08860759493667147,0.08899186700275974,3.0,-3.0,0.8933310382069415
22,4,Ginger Zee,1.0,4.0,0.11285266457676714,0.10560558166240536,3.0,-3.0,0.969991408762552
22,5,Jodie Sweetin,2.0,5.0,0.12681159420285262,0.1144771295165516,3.0,-3.0,0.9409198021926608
22,7,Kim Fields,5.0,8.0,0.12149532710274698,0.10917050629337542,3.0,-3.0,0.7860984016816945
23,2,Terra Jole,2.0,5.0,0.0880681818181568,0.08231273303083772,3.0,-3.0,1.0
23,3,Laurie Hernandez,2.0,5.0,0.09538461538458604,0.09062108615383567,3.0,-3.0,0.9835493282356976
23,3,Maureen McCormick,5.0,8.0,0.08615384615381964,0.07898749161602242,3.0,-3.0,0.8732240489625459
23,5,Ryan Lochte,6.0,9.0,0.10434782608691116,0.0845466961960161,3.0,-3.0,0.7567913619749731
24,2,Erika Jayne,5.0,8.0,0.08536585365851056,0.08588917419277439,3.0,-3.0,0.9289726534317915
24,3,Normani,1.0,4.0,0.10793650793647368,0.09901123211334971,3.0,-3.0,1.0
24,4,Simone Biles,2.0,5.0,0.11042944785272686,0.1058422997727748,3.0,-3.0,0.9625426424161677
25,2,Frankie Muniz,1.0,4.0,0.0877513711151416,0.08119191479985885,3.0,-3.0,1.0
25,2,Jordan Fisher,1.0,4.0,0.0877513711151416,0.08119191479985885,3.0,-3.0,1.0
25,2,Terrell Owens,9.0,12.0,0.07129798903105254,0.07114194350055883,3.0,-3.0,0.8431227779198756
25,2,Vanessa Lachey,3.0,6.0,0.0859232175502428,0.08069374335824589,3.0,-3.0,0.9862301422993962
25,3,Terrell Owens,6.0,9.0,0.08606557377045654,0.08423832446895452,3.0,-3.0,0.8517751411655865
25,4,Terrell Owens,4.0,7.0,0.08856088560882341,0.09214026924824945,3.0,-3.0,0.9266057763780677
25,6,Vanessa Lachey,4.0,7.0,0.11764705882349097,0.10777111719344887,3.0,-3.0,0.8800959794717091
26,3,Adam Rippon,1.0,4.0,0.19431279620843872,0.17006123296541428,3.0,-3.0,0.980264367259213
27,1,Alexis Ren,3.0,6.0,0.08627450980388773,0.07930658024459357,3.0,-3.0,1.0
27,1,Juan Pablo Di Pace,3.0,6.0,0.08627450980388773,0.07930658024459357,3.0,-3.0,1.0
27,1,Nancy McKeon,8.0,11.0,0.07647058823526413,0.07399176855394708,3.0,-3.0,0.9086928751654277
27,2,Evanna Lynch,5.0,8.0,0.08872458410347922,0.08356046640370508,3.0,-3.0,0.9501326392859926
27,4,Mary Lou Retton,2.0,5.0,0.11206896551719309,0.10765042821186208,3.0,-3.0,1.0
27,4,Tinashe,2.0,5.0,0.11206896551719309,0.10765042821186208,3.0,-3.0,1.0
28,1,Sailor Brinkley-Cook,4.0,7.0,0.09137055837558815,0.08369834869888992,3.0,-3.0,0.9379750219162912
28,4,Kel Mitchell,1.0,4.0,0.1134751773049243,0.10968703330303352,3.0,-3.0,0.9744968387485204
28,6,Sailor Brinkley-Cook,1.0,4.0,0.11842105263152701,0.12190906715204901,3.0,-3.0,0.9206080984369515
28,7,Lauren Alaina,1.0,4.0,0.1336633663365675,0.13137352551726114,3.0,-3.0,0.8720764909264034
29,1,Nelly,12.0,15.0,0.06153846153843787,0.05938961786271658,3.0,-3.0,0.8265325738899336
29,2,Anne Heche,6.0,9.0,0.06593406593404179,0.06741191716961507,3.0,-3.0,0.9099458424590885
29,2,Jeannie Mai,6.0,9.0,0.06593406593404179,0.06741191716961507,3.0,-3.0,0.9099458424590885
29,2,Johnny Weir,6.0,9.0,0.06593406593404179,0.06741191716961507,3.0,-3.0,0.9099458424590885
29,2,Justina Machado,2.0,5.0,0.07692307692304876,0.06961969175781822,3.0,-3.0,1.0
29,3,AJ McLean,7.0,10.0,0.07473309608538266,0.06960556043276742,3.0,-3.0,0.929954289460039
29,4,Kaitlyn Bristowe,2.0,5.0,0.08305647840528803,0.08353102675130908,3.0,-3.0,1.0
29,4,Nelly,10.0,13.0,0.06976744186044194,0.059096073268075186,3.0,-3.0,0.7735485023770047
29,6,Kaitlyn Bristowe,1.0,4.0,0.10074626865667884,0.10019620631901027,3.0,-3.0,0.9969672360171651
29,6,Nelly,7.0,10.0,0.08955223880593674,0.0750376747205196,3.0,-3.0,0.8166056040902576
29,7,Johnny Weir,2.0,5.0,0.10384615384611391,0.10361716833638199,3.0,-3.0,0.9170617810805441
29,8,Johnny Weir,1.0,4.0,0.13513537862224298,0.13505935513290057,3.0,-3.0,0.9103807558611335
